TWEET_ID,WORD_ID
152,17518
152,72
153,19656
154,4262
154,16367
154,12793
154,2379
154,20166
155,9118
155,15312
155,9697
155,21566
155,7644
155,9082
155,9697
155,21353
155,21320
155,1457
156,751
156,4535
156,6503
156,13019
156,12888
156,17534
156,17862
156,12636
156,15204
156,21283
157,18938
157,3711
157,17858
157,21283
157,14063
157,20215
157,10316
157,17858
157,13209
157,15611
158,1403
158,5363
158,6548
158,14025
158,13484
158,8460
158,18257
158,16652
158,9241
158,15621
158,3013
159,11122
159,2875
159,18849
159,140
159,1721
159,12793
159,16028
160,21062
160,9454
160,11352
160,15285
160,5363
160,1935
161,21736
161,15912
161,19513
161,21912
161,9697
161,9697
161,12021
161,14501
162,9523
162,12021
162,14501
163,971
163,2647
163,14978
163,3412
163,2845
163,1859
163,17858
163,12027
163,9845
163,4642
163,14433
163,10404
164,19081
164,16304
164,16120
165,5700
165,20215
165,11994
165,5947
165,18152
165,21912
165,7221
166,534
166,246
166,6789
166,3712
166,11116
166,10850
166,20956
166,9199
167,14025
167,4686
167,6706
167,13553
167,2845
167,1019
167,13717
167,21374
167,13255
167,9336
167,111
168,8975
168,9697
168,2609
168,16194
168,4354
169,16387
170,2875
170,3909
171,19958
171,21283
171,17634
171,7401
171,21001
171,1140
171,13209
172,8017
172,7282
172,9357
173,21792
173,11006
174,19979
174,2875
174,2303
174,1415
174,14196
174,2875
175,3247
175,16003
175,16578
175,5363
175,13447
175,14229
175,7269
175,2252
175,4626
176,20384
176,11114
176,8926
176,11286
176,9216
176,13553
176,15029
176,15029
176,8348
177,10122
177,1935
177,7269
177,6919
177,20719
177,12601
177,4419
177,5313
178,11338
178,13594
178,4701
178,19680
179,17667
179,2794
179,19926
179,16076
179,9502
179,13553
179,14272
179,20540
179,246
179,17126
179,11320
179,9655
179,9074
179,7869
179,17514
179,2418
179,17305
180,16382
180,3145
180,11394
180,14812
180,20278
180,5363
180,1856
180,20629
181,14115
181,18090
181,5810
181,20090
181,13412
181,8054
181,14063
181,20215
181,17750
181,19551
181,11272
181,13668
182,3332
182,6627
182,10312
182,12698
183,18144
183,1968
183,12452
183,12452
183,11457
183,18090
184,19452
184,8408
184,3187
184,21635
184,12519
184,16087
184,16087
184,16087
184,16087
184,16087
184,16087
184,16087
185,4778
185,11708
186,13076
186,5700
186,1250
186,18230
186,15885
186,19958
186,5363
187,6403
187,5700
187,12212
187,21283
187,4645
188,21912
188,17634
188,15182
188,21814
188,8031
189,5398
189,879
189,19477
189,21283
189,14760
189,7703
189,14122
189,21283
189,21842
190,6216
190,13700
190,4922
190,8031
191,21283
191,8887
191,18068
191,18418
192,21912
192,4523
192,11286
192,8528
193,19545
193,13821
193,5276
194,8678
194,21263
194,21263
194,897
194,2228
194,15880
194,12452
194,8366
194,18108
195,187
195,8031
195,15538
195,7056
196,19716
196,5845
196,19979
196,18108
196,11400
196,7269
196,11286
196,15538
196,786
196,635
197,21566
198,12900
198,6875
198,3910
198,15529
198,6548
198,11407
198,14229
198,8089
199,17673
199,13890
199,19308
199,14063
199,7261
199,16229
199,4947
199,10208
200,9918
200,13277
200,16443
200,4910
200,19890
200,12994
200,21831
200,17424
200,16165
201,20408
201,3992
201,18622
201,7481
201,11012
201,8749
201,21295
201,15860
201,16165
202,6145
202,15917
202,6503
202,21635
202,20217
202,13827
202,1541
202,16883
202,9303
203,4018
203,6325
203,10550
203,2741
203,12183
203,11145
203,2115
203,14468
203,16165
204,11675
204,2249
204,15025
204,8054
205,9788
205,21121
205,13650
205,21157
205,17878
205,5486
205,20442
205,11070
205,13287
205,16883
205,16165
206,19522
206,13056
206,17409
206,16883
206,663
206,21584
206,5791
207,16883
207,6145
207,6691
207,19628
207,15025
207,8054
207,3572
207,5782
208,13061
208,93
208,5363
208,12219
208,20901
208,9697
208,3064
208,21680
208,7350
208,16165
209,3992
209,19784
209,17828
209,13933
209,227
209,14978
209,19926
209,10244
209,16883
209,17407
209,16165
210,10956
210,16883
210,9395
210,8089
210,9965
210,13235
211,18108
211,2418
211,1896
211,10386
211,15401
211,21566
211,9161
211,19856
211,12628
211,14272
211,1922
211,2244
211,9418
211,17096
212,17828
212,20791
212,16545
212,12410
212,21856
212,20741
212,20064
212,19876
212,16883
212,16165
213,5486
213,5358
213,16883
213,11926
213,7506
213,16165
214,16883
214,8054
214,21083
214,5970
214,17409
214,18320
215,17424
215,2954
215,20542
215,5486
215,16883
215,1438
215,17828
216,16883
216,12432
216,19930
216,818
216,16888
216,2307
216,6145
217,1479
217,9860
217,11431
217,19848
217,6145
217,15236
217,1732
217,10950
217,4613
217,17828
217,15621
217,2834
218,9697
218,16216
218,5843
218,13289
218,1310
218,3923
218,20680
218,1890
218,11006
219,19890
219,14978
219,17878
219,14468
219,16883
219,9395
219,11919
219,16165
220,4707
220,12107
220,18410
220,18949
221,3514
221,12219
221,4707
221,13615
221,11532
221,6261
221,6556
222,19522
222,16941
222,14383
222,15102
222,9561
222,21584
222,2039
222,15025
222,663
223,11272
223,3954
223,19117
223,19274
223,17693
223,19774
223,16165
224,17424
224,5810
224,508
224,17376
224,7261
224,1302
224,16883
225,20937
225,3718
225,2021
225,10960
225,8661
225,17828
225,4720
225,15025
225,13206
226,4707
226,4943
226,6463
226,17946
226,12459
226,10145
226,18344
226,2522
226,7652
227,398
227,14759
227,3898
227,652
227,18090
227,17166
227,3074
227,17713
227,16165
228,4707
228,6463
228,8616
228,19357
228,9137
228,4635
228,11582
228,21171
229,17154
229,227
229,8366
229,18382
229,21355
229,8769
229,12725
229,19333
229,10446
229,14453
230,4707
230,21611
230,7069
230,1533
230,17802
230,9697
230,7209
230,12725
231,17579
231,7271
231,5703
231,824
231,14068
231,18320
231,1732
231,4910
231,19152
232,19890
232,14052
232,1721
232,4843
232,15312
232,16263
232,12725
233,824
233,14068
233,17232
233,13333
233,18925
233,7269
233,895
233,17508
234,17409
234,1436
234,18882
234,16229
234,3544
234,20664
235,17424
235,9716
235,9299
235,824
235,20089
235,16776
235,8058
236,4707
236,9643
236,1634
236,7374
236,20973
236,16355
236,16581
236,11320
237,246
237,496
237,18320
237,20332
237,316
237,824
237,12128
237,16165
238,13841
238,11133
238,20563
238,6409
238,3108
238,20205
238,7599
238,1099
238,11407
238,19837
239,1377
239,11882
239,9414
239,227
239,2348
239,824
239,8054
239,3718
239,5833
239,16165
240,2418
240,9388
240,6130
240,8313
240,8647
240,16771
240,19073
240,21115
240,6422
240,11755
240,18324
240,16165
241,7982
241,11213
241,18566
241,20985
241,6409
241,72
241,10563
241,2609
241,9716
241,17424
242,4325
242,17858
242,3222
242,12628
242,10831
242,3913
243,17424
243,18090
243,824
243,18566
243,635
243,20985
243,72
244,12051
244,4786
244,1994
244,4707
244,6261
244,6556
245,21755
245,15621
245,9688
245,11993
245,19522
245,6647
245,14951
245,3397
245,10863
246,20390
246,15917
246,9542
246,2347
246,10932
246,824
246,7321
246,8769
246,6455
246,16165
247,18186
247,17128
247,2449
247,6223
247,21055
247,19548
247,72
247,16165
248,20232
248,5994
248,4707
248,1732
248,12725
248,10483
248,17661
248,778
248,3826
248,16395
248,16165
249,5779
249,6734
249,6130
249,21412
249,16864
249,17409
249,11498
249,8089
249,10014
249,255
249,16165
250,17154
250,227
250,17518
250,14030
250,6315
250,6548
250,16109
250,12725
250,6647
250,7402
251,17424
251,12634
251,5084
251,19013
251,3718
251,1721
251,20915
251,12725
252,16544
252,3257
252,17197
252,8782
252,10863
252,2661
252,20941
252,10149
253,4707
253,4509
253,1436
253,654
253,20680
253,438
253,4102
253,8634
253,16165
254,2418
254,11133
254,19034
254,16585
254,19890
255,4707
255,19387
255,13963
255,12725
255,4771
255,6274
255,6325
255,17516
255,1721
255,12725
255,11857
256,12725
256,21680
256,227
256,16525
256,17891
256,5801
256,2143
256,18373
256,14152
256,16545
256,12367
256,19261
256,7425
257,3006
257,19152
257,9174
257,20886
257,21713
257,2746
257,10480
258,9802
258,16410
258,20639
258,20719
258,6033
258,1403
258,20563
258,5374
258,16165
259,4447
259,8946
259,701
259,12725
259,12730
259,19024
259,8739
259,5148
259,16165
260,4707
260,10386
260,17166
260,4843
260,6651
260,17036
260,16165
261,4707
261,11336
261,1481
261,4540
261,12725
261,14818
261,4843
261,21285
262,17424
262,8647
262,13542
262,14154
262,21671
262,21367
262,16165
263,18108
263,19890
263,16165
264,20287
264,19152
264,11338
264,15517
264,7642
264,1732
265,10080
265,20563
265,13674
265,2429
265,16263
265,15621
265,4843
266,8803
266,6539
266,11503
266,17595
266,687
266,19108
267,4707
267,6556
267,11152
267,8162
267,17713
267,8647
267,21506
267,15114
267,4509
268,11680
268,2811
268,20886
268,10821
268,12027
268,18180
269,17828
269,8842
269,18897
269,6380
269,20937
269,12628
269,14272
269,19352
269,16165
270,14414
270,546
270,11169
270,18536
270,10830
270,3913
271,19013
271,19837
271,5423
271,187
271,14978
271,7642
271,12106
271,12725
272,10778
272,418
272,13705
272,20639
272,20563
272,4633
272,4176
272,11272
272,16165
273,15944
273,19073
273,9697
273,10984
273,8537
273,7392
273,2647
273,16590
273,19387
273,17828
273,16165
274,534
274,246
274,7296
274,824
274,6643
274,18658
274,10177
274,19353
274,18373
274,14325
275,4707
275,8460
275,18257
275,17516
275,17698
275,8436
275,15206
275,6556
275,10410
275,5395
275,12347
276,20780
276,4899
276,5520
276,6325
276,4707
276,21831
276,3891
276,20328
276,4406
277,13553
277,11967
277,8523
277,9697
277,13487
277,5161
277,6450
277,16248
277,16531
277,16165
278,16619
278,21743
278,9976
278,16590
278,612
278,5612
278,14665
278,10984
278,10602
278,2143
278,6993
278,781
278,18368
279,9944
279,824
279,10863
279,18818
279,3373
279,17858
279,9566
279,14760
279,16165
280,3373
280,6248
280,16545
280,15563
280,7812
280,12106
280,12725
280,20629
280,15902
281,2867
281,6902
281,1664
281,6463
281,11899
281,8666
281,5398
281,11566
281,16165
282,9788
282,1012
282,21755
282,18577
282,1761
282,17409
282,816
282,17816
282,7056
282,16165
283,20563
283,6190
283,9403
283,20074
283,1067
283,17157
283,989
283,16165
284,18318
284,15236
284,10149
284,9643
284,10483
284,17745
284,1664
284,8739
284,12861
284,2334
284,19890
285,11022
285,10158
285,1732
285,12725
285,19013
285,4509
285,2334
285,19890
286,824
286,20076
286,379
286,17858
286,18644
286,8887
286,5916
286,5810
286,18108
286,4803
286,2334
286,19890
287,2418
287,13206
287,635
287,20985
287,6325
287,9328
287,1403
287,8089
287,6130
287,21412
287,5713
287,1617
287,2334
287,19890
288,20390
288,8604
288,4942
288,1473
288,7803
288,3913
289,4843
289,10120
289,12140
289,9704
289,11431
289,19073
289,12140
289,18090
290,3373
290,6993
290,5450
290,8089
290,17409
290,12725
290,11566
290,16545
290,16704
291,4707
291,7642
291,10483
291,11680
291,20328
291,7790
291,4406
291,16165
291,2418
291,19890
292,1190
292,11336
292,21566
292,11566
292,15679
292,2741
293,21755
293,15621
293,12725
293,5101
293,15885
293,4707
293,8647
293,17154
293,227
293,1732
293,9697
293,11566
294,12725
294,4198
294,7869
294,18159
294,9174
294,4843
294,9438
294,12016
294,5398
294,4707
295,13246
295,19152
295,7135
295,12760
295,15679
295,6844
295,19952
295,1732
296,6643
296,4947
296,18001
296,12347
296,11916
296,19952
297,12725
297,1732
297,438
297,79
297,246
297,7178
297,11566
297,12628
297,246
297,12628
298,2666
298,11867
298,15153
298,4707
298,4501
298,17572
298,17182
298,16165
299,17249
299,5185
300,17409
300,4509
300,12725
300,11566
300,21680
300,5843
301,6643
301,11867
301,20886
301,3983
301,21637
301,18257
301,19863
301,14139
301,16165
302,4667
302,6993
302,16545
302,16072
302,10932
302,2450
302,17678
302,12725
302,11566
303,227
303,7269
303,17449
303,4509
303,12725
303,10483
304,16076
304,9802
304,16410
304,10769
304,20544
304,5822
304,14929
304,19180
304,1019
304,16165
305,11922
305,1403
305,16581
305,15823
305,824
305,17791
305,612
305,16165
306,12315
306,21637
306,5237
306,16516
306,19221
306,13277
306,2677
307,19013
307,18993
307,11566
307,12725
307,1732
308,20563
308,11067
308,11336
308,6380
308,19983
308,18159
308,20287
308,3718
308,2334
308,19890
309,18537
309,9145
309,20479
309,20514
309,17424
309,19262
309,2334
309,19890
310,9802
310,16410
310,17215
310,16704
310,1436
310,17821
310,20287
310,10149
310,16165
311,14073
311,4648
311,19407
311,1286
311,792
311,9395
312,20563
312,21849
312,1848
312,19926
312,8236
313,18090
313,7372
313,3727
313,19013
313,9093
313,10365
313,1386
313,12796
314,379
314,100
314,8018
314,16774
314,11680
314,18027
314,20755
314,15545
314,2334
314,19890
315,10769
315,6600
315,21628
315,16516
315,12998
315,9802
315,16410
315,20639
315,12366
315,14929
315,1019
315,16076
315,2334
315,19890
316,16713
316,11263
316,16780
317,11967
317,10142
317,15985
317,14760
317,18308
317,20633
317,20665
317,2334
317,19890
318,6130
318,21412
318,16590
318,4325
318,17858
319,3373
319,19438
319,2143
319,19073
319,2733
319,11930
319,19926
319,5911
319,16302
320,5640
320,11591
320,330
320,11382
320,9750
320,16590
321,9655
321,9074
321,7869
321,17309
321,694
321,4943
321,11407
321,2894
322,16263
322,12725
322,14639
322,4554
322,20253
322,16165
323,1276
323,7788
323,14588
323,20886
323,10950
324,15313
324,824
324,9744
324,5509
324,4707
324,1732
324,4910
325,11967
325,19152
325,1822
325,1848
325,16947
325,16546
325,12435
326,1377
326,18485
326,5507
326,971
326,12144
326,1563
327,5468
327,11566
327,227
327,16545
327,19958
327,13920
327,508
327,12725
328,18203
328,5640
328,330
328,11382
328,3897
328,20348
328,5658
329,12861
329,8739
329,11566
329,5627
329,3373
329,934
329,4707
330,9328
330,18090
330,19073
330,19979
330,21715
330,5791
330,9697
330,20629
330,17476
330,11407
330,12287
330,1386
330,12796
331,3373
331,6463
331,8089
331,3373
331,9730
331,20542
331,14433
331,3108
331,15538
331,1386
331,12796
332,20937
332,13553
332,246
332,2505
332,7599
332,7609
332,16590
332,2379
332,17374
332,19873
333,17443
333,14408
333,17409
333,3927
333,4843
333,10316
333,19308
333,1436
333,16165
334,4707
334,11356
334,12725
334,14996
334,6380
334,1732
335,13246
335,19152
335,14786
335,7269
335,15679
335,11566
335,7579
336,12425
336,2741
336,255
336,8018
336,999
336,4707
336,15378
337,17424
337,694
337,12861
337,5627
337,16180
337,4707
337,934
338,19890
338,1404
338,14002
338,4707
339,19192
339,261
339,19890
339,15495
339,16165
340,21755
340,15621
340,21421
340,18723
340,11382
340,11591
340,5640
340,330
340,388
341,1045
341,7464
341,17091
341,8975
342,6661
342,20937
342,16679
342,11165
342,19232
342,20328
342,11068
343,4707
343,227
343,11336
343,8162
343,10932
343,4031
343,11682
343,3373
343,6647
344,9802
344,16410
344,16109
344,8777
345,20287
345,10149
345,5994
345,5448
345,11757
345,9802
345,16410
345,8271
345,16165
346,3373
346,10208
346,8089
346,10277
346,8739
346,14609
346,20542
346,18090
346,7464
346,16143
346,6548
346,11566
347,18090
347,16302
347,11407
347,9697
347,19849
348,14229
348,8297
348,16017
348,14530
348,682
348,3920
348,6216
348,14760
348,2330
348,12850
348,16165
349,21508
349,6042
349,3828
349,16829
349,18090
349,7068
349,15151
349,17424
349,16165
350,2867
350,16076
350,15952
350,2418
350,7235
350,8313
350,9802
350,16410
350,20639
351,12861
351,6463
351,3035
351,11165
351,17388
351,5627
351,8091
351,6600
351,6556
351,8527
352,10269
352,16230
352,2225
352,8887
352,824
352,16076
352,4997
352,15621
352,14280
353,17522
353,3373
353,8470
353,21581
353,20680
353,9161
353,13834
353,18090
353,824
353,8764
354,1189
354,10496
354,13998
354,10496
354,14999
354,9441
354,12612
354,14627
354,9543
355,12900
355,17084
355,255
355,5103
356,13995
356,11714
356,15414
356,11058
357,19357
357,10831
357,15538
357,21584
357,14111
357,6783
357,12628
357,12371
357,9716
357,18324
358,18320
358,7135
358,721
358,6009
358,18140
358,16165
359,21755
359,15621
359,12725
359,17050
359,8946
359,2961
359,804
359,12106
359,17449
359,2741
360,14063
360,15264
360,19104
360,17154
360,8063
360,17078
361,17424
361,682
361,19013
361,19994
361,18099
361,1436
361,17154
361,227
361,12725
361,1732
361,16165
362,21755
362,15621
362,3917
362,17791
362,21584
362,19357
362,10831
362,14111
362,21762
362,9716
362,18324
363,4707
363,21713
363,3032
363,18612
363,8162
363,10583
363,5329
363,7261
364,21755
364,15621
364,21695
364,4707
364,17157
364,6484
364,11453
365,19013
365,21831
365,20611
365,10613
365,4707
365,3618
365,5782
365,12539
365,16165
366,21002
366,14935
366,16165
367,2600
367,12725
367,156
367,19958
367,14974
367,2903
368,12900
368,1770
368,8769
368,19895
368,9878
368,14476
368,330
369,824
369,19389
369,5509
369,15917
369,19100
369,11571
370,7392
370,18410
370,596
370,15326
370,2627
371,5363
371,17090
371,21695
371,4707
371,16752
372,21755
372,15621
372,9802
372,16410
372,16076
372,5345
372,21150
372,20639
373,13246
373,3674
373,8887
373,15944
373,6130
373,21412
373,5419
373,19895
373,16165
374,1403
374,19926
374,20390
374,17275
374,1436
374,9802
374,16410
374,10769
374,14614
374,20563
374,11006
374,15621
375,16076
375,17424
375,5160
375,4707
375,899
375,1859
375,17409
375,778
375,20637
375,12842
376,7642
376,19417
376,12725
376,18268
377,20886
377,20544
377,4707
377,9294
377,17616
377,11503
378,4707
378,14299
378,20205
378,10292
378,2741
378,20639
378,9945
378,17376
378,15250
378,9859
379,18320
379,20390
379,10142
379,5627
379,20899
379,2110
379,4720
379,824
379,7886
379,4224
379,9424
379,18246
380,5703
380,2143
380,3954
380,10386
380,10149
380,2908
380,9697
380,16590
380,5732
380,14942
381,824
381,1733
381,11386
381,18598
381,8054
381,20937
382,7476
382,16545
382,3373
382,14012
382,12287
382,19926
382,20367
382,225
382,20328
382,21367
383,9748
383,2845
383,2867
383,16888
383,10831
383,19028
383,8887
383,100
383,6463
383,8054
383,6735
383,20869
383,16590
384,12725
384,21680
384,11067
384,17424
384,14063
384,12725
384,20782
384,8242
384,14619
384,5264
384,2925
385,12900
385,18125
385,10308
385,10142
385,17409
385,8749
385,6033
385,10316
385,5877
386,16076
386,9802
386,16410
386,10769
386,21628
386,18180
386,13705
387,14254
387,7296
387,4720
387,7949
387,17516
388,8527
388,17424
388,694
388,12861
388,8739
388,8887
388,19028
388,8054
388,16165
389,20287
389,6647
389,857
389,11320
389,8880
389,19221
389,10149
390,5703
390,11272
390,8572
390,8880
390,20205
390,9802
390,16410
390,20287
390,10149
390,15538
390,19885
391,2564
391,3727
391,3022
391,14539
391,11012
391,11382
391,17828
391,16165
392,5703
392,1500
392,3108
392,8089
392,11352
392,12140
392,19073
392,11009
392,1386
392,12796
393,8739
393,14716
393,5640
393,8749
393,824
393,5128
393,18320
393,20390
394,12628
394,15944
394,19073
394,8887
394,90
394,3674
394,13995
394,6643
395,3469
395,21681
395,187
395,4460
395,20639
396,11431
396,14254
396,21331
396,534
396,9287
396,2845
397,379
397,10149
397,5896
397,187
397,21540
397,16268
397,2867
397,17593
397,16590
397,6636
398,17249
398,4301
398,5960
398,6205
398,17166
398,4644
398,7873
398,15611
399,3381
399,15312
399,14772
400,11021
400,14559
400,4778
400,12796
400,17518
400,2871
400,5748
401,3446
401,21736
401,7850
401,6235
401,19926
401,16387
401,17821
401,15029
401,8348
402,11145
402,17498
402,19522
402,6503
402,15538
403,13674
403,2327
403,13661
403,14674
403,9292
403,17272
403,16670
403,8782
404,19926
404,19656
404,20544
404,11503
405,1721
